Landsat Product Identifier;Landsat Scene Identifier;Acquisition Date;Collection Category;Collection Number;WRS Path;WRS Row;Target WRS Path;Target WRS Row;Nadir/Off Nadir;Roll Angle;Date L-1 Generated;Start Time;Stop Time;Station Identifier;Day/Night Indicator;Land Cloud Cover;Scene Cloud Cover;Ground Control Points Model;Ground Control Points Version;Geometric RMSE Model (meters);Geometric RMSE Model X;Geometric RMSE Model Y;Image Quality; Processing Software Version;Sun Elevation;Sun Azimuth;TIRS SSM Model;Data Type Level-1;Sensor Identifier;Output Format;Corner UL Latitude Product;Corner UL Longitude Product;Corner UR Latitude Product;Corner UR Longitude Product;Corner LR Latitude Product;Corner LR Longitude Product;Corner LL Latitude Product;Corner LL Longitude Product;Panchromatic Lines;Panchromatic Samples;Reflective Lines;Reflective Samples;Thermal Lines;Thermal Samples;Map Projection Level-1;UTM Zone;Datum;Ellipsoid;Grid Cell Size Panchromatic;Grid Cell Size Reflective;Grid Cell Size Thermal;Orientation;Resampling Option;Bias Parameter File Name OLI;Bias Parameter File Name TIRS; Calibration Parameter File;RLUT File Name;Center Latitude;Center Longitude;NW Corner Lat;NW Corner Long;NE Corner Lat;NE Corner Long;SE Corner Lat;SE Corner Long;SW Corner Lat;SW Corner Long;Center Latitude dec;Center Longitude dec;NW Corner Lat dec;NW Corner Long dec;NE Corner Lat dec;NE Corner Long dec;SE Corner Lat dec;SE Corner Long dec;SW Corner Lat dec;SW Corner Long dec;Display ID;Ordering ID;Browse Link
LC08_L1TP_232084_20170211_20170217_01_T1;LC82320842017042LGN00;11-02-2017;T1;1;232;84;232;84;NADIR;-0.001;17-02-2017;2017:042:14:27:34.9568690;2017:042:14:28:06.7268670;LGN;DAY;0.49;0.49;494;4;6.1;4.254;4.371;9;LPGS_2.7.0;51.38062881;66.51010869;ACTUAL;Level 1TP;OLI_TIRS;GEOTIFF;"-33.55538   (33°33'19.37""S)";" -70.30585   (70°18'21.06""W)";"-33.94690   (33°56'48.84""S)";" -68.27911   (68°16'44.80""W)";"-35.66592   (35°39'57.31""S)";" -68.74170   (68°44'30.12""W)";"-35.26744   (35°16'02.78""S)";" -70.81023  (70°48'36.83""W)";15581;15481;7791;7741;7791;7741;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20170211135718_20170211144357.02;LT8BPF20170211131243_20170211153314.01;LC08CPF_20170101_20170331_01.01;LC08RLUT_20150303_20431231_01_12.h5;"34°36'38.59""S";"69°32'03.55""W";"33°33'19.37""S";"70°18'21.06""W";"33°56'48.84""S";"68°16'44.80""W";"35°39'57.31""S";"68°44'30.12""W";"35°16'02.78""S";"70°48'36.83""W";-34.61072;-69.53432;-33.55538;-70.30585;-33.9469;-68.27911;-35.66592;-68.7417;-35.26744;-70.81023;LC08_L1TP_232084_20170211_20170217_01_T1;LC08_L1TP_232084_20170211_20170217_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82320842017042LGN00
LC08_L1TP_232084_20170315_20170328_01_T1;LC82320842017074LGN00;15-03-2017;T1;1;232;84;232;84;NADIR;-0.001;28-03-2017;2017:074:14:27:20.9115070;2017:074:14:27:52.6815040;LGN;DAY;1.67;1.67;479;4;5.963;3.955;4.462;9;LPGS_2.7.0;43.95731176;52.46740313;FINAL;Level 1TP;OLI_TIRS;GEOTIFF;"-33.55534   (33°33'19.22""S)";" -70.30399   (70°18'14.36""W)";"-33.94663   (33°56'47.87""S)";" -68.27723   (68°16'38.03""W)";"-35.66573   (35°39'56.63""S)";" -68.73956   (68°44'22.42""W)";"-35.26748   (35°16'02.93""S)";" -70.80813  (70°48'29.27""W)";15581;15481;7791;7741;7791;7741;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20170315135506_20170315144120.01;LT8BPF20170313072704_20170327084418.02;LC08CPF_20170101_20170331_01.02;LC08RLUT_20150303_20431231_01_12.h5;"34°36'38.02""S";"69°31'56.42""W";"33°33'19.22""S";"70°18'14.36""W";"33°56'47.87""S";"68°16'38.03""W";"35°39'56.63""S";"68°44'22.42""W";"35°16'02.93""S";"70°48'29.27""W";-34.61056;-69.53234;-33.55534;-70.30399;-33.94663;-68.27723;-35.66573;-68.73956;-35.26748;-70.80813;LC08_L1TP_232084_20170315_20170328_01_T1;LC08_L1TP_232084_20170315_20170328_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82320842017074LGN00
LC08_L1TP_232084_20170721_20170728_01_T1;LC82320842017202LGN00;21-07-2017;T1;1;232;84;232;84;NADIR;-0.001;28-07-2017;2017:202:14:27:30.7059140;2017:202:14:28:02.4759120;LGN;DAY;1.59;1.59;282;4;7.461;5.01;5.528;9;LPGS_2.7.0;26.13651904;35.96395369;FINAL;Level 1TP;OLI_TIRS;GEOTIFF;"-33.55505   (33°33'18.18""S)";" -70.32687   (70°19'36.73""W)";"-33.94759   (33°56'51.32""S)";" -68.29995   (68°17'59.82""W)";"-35.66635   (35°39'58.86""S)";" -68.76368   (68°45'49.25""W)";"-35.26684   (35°16'00.62""S)";" -70.83239  (70°49'56.60""W)";15581;15481;7791;7741;7791;7741;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20170721135428_20170721153209.01;LT8BPF20170709195400_20170723094622.01;LC08CPF_20170701_20170930_01.01;LC08RLUT_20150303_20431231_01_12.h5;"34°36'38.66""S";"69°33'21.06""W";"33°33'18.18""S";"70°19'36.73""W";"33°56'51.32""S";"68°17'59.82""W";"35°39'58.86""S";"68°45'49.25""W";"35°16'00.62""S";"70°49'56.60""W";-34.61074;-69.55585;-33.55505;-70.32687;-33.94759;-68.29995;-35.66635;-68.76368;-35.26684;-70.83239;LC08_L1TP_232084_20170721_20170728_01_T1;LC08_L1TP_232084_20170721_20170728_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82320842017202LGN00
LC08_L1TP_233083_20130701_20170503_01_T1;LC82330832013182LGN01;01-07-2013;T1;1;233;83;233;83;NADIR;0;03-05-2017;2013:182:14:35:22.8741030;2013:182:14:35:54.6440990;LGN;DAY;2.31;4.06;401;4;9.287;6.105;6.998;9;LPGS_2.7.0;25.66797976;33.53154232;ACTUAL;Level 1TP;OLI_TIRS;GEOTIFF;"-32.12294   (32°07'22.58""S)";" -71.45796   (71°27'28.66""W)";"-32.51079   (32°30'38.84""S)";" -69.46901   (69°28'08.44""W)";"-34.23179   (34°13'54.44""S)";" -69.92199   (69°55'19.16""W)";"-33.83730   (33°50'14.28""S)";" -71.94994  (71°56'59.78""W)";15461;15341;7731;7671;7731;7671;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20130701142130_20130701144122.01;LT8BPF20130701141736_20130701144215.01;LC08CPF_20130701_20130919_01.01;LC08RLUT_20130211_20150302_01_11.h5;"33°10'38.14""S";"70°41'59.14""W";"32°07'22.58""S";"71°27'28.66""W";"32°30'38.84""S";"69°28'08.44""W";"34°13'54.44""S";"69°55'19.16""W";"33°50'14.28""S";"71°56'59.78""W";-33.17726;-70.69976;-32.12294;-71.45796;-32.51079;-69.46901;-34.23179;-69.92199;-33.8373;-71.94994;LC08_L1TP_233083_20130701_20170503_01_T1;LC08_L1TP_233083_20130701_20170503_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82330832013182LGN01
LC08_L1TP_233083_20131005_20170429_01_T1;LC82330832013278LGN01;05-10-2013;T1;1;233;83;233;83;NADIR;-0.001;29-04-2017;2013:278:14:35:17.8710980;2013:278:14:35:49.6410950;LGN;DAY;3.29;3.11;558;4;6.998;4.603;5.271;9;LPGS_2.7.0;51.01205088;49.90289594;ACTUAL;Level 1TP;OLI_TIRS;GEOTIFF;"-32.12290   (32°07'22.44""S)";" -71.45486   (71°27'17.50""W)";"-32.51040   (32°30'37.44""S)";" -69.46600   (69°27'57.60""W)";"-34.23151   (34°13'53.44""S)";" -69.91863   (69°55'07.07""W)";"-33.83738   (33°50'14.57""S)";" -71.94644  (71°56'47.18""W)";15461;15341;7731;7671;7731;7671;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20131005140617_20131005144117.01;LT8BPF20131005140223_20131005144210.01;LC08CPF_20131001_20131025_01.01;LC08RLUT_20130211_20150302_01_11.h5;"33°10'37.67""S";"70°41'47.47""W";"32°07'22.44""S";"71°27'17.50""W";"32°30'37.44""S";"69°27'57.60""W";"34°13'53.44""S";"69°55'07.07""W";"33°50'14.57""S";"71°56'47.18""W";-33.17713;-70.69652;-32.1229;-71.45486;-32.5104;-69.466;-34.23151;-69.91863;-33.83738;-71.94644;LC08_L1TP_233083_20131005_20170429_01_T1;LC08_L1TP_233083_20131005_20170429_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82330832013278LGN01
LC08_L1TP_233083_20131021_20170429_01_T1;LC82330832013294LGN01;21-10-2013;T1;1;233;83;233;83;NADIR;-0.001;28-04-2017;2013:294:14:35:12.9497030;2013:294:14:35:44.7196990;LGN;DAY;4.94;6.11;583;4;6.688;4.751;4.707;9;LPGS_2.7.0;56.02814467;55.49760399;ACTUAL;Level 1TP;OLI_TIRS;GEOTIFF;"-32.12273   (32°07'21.83""S)";" -71.44990   (71°26'59.64""W)";"-32.51013   (32°30'36.47""S)";" -69.46108   (69°27'39.89""W)";"-34.23125   (34°13'52.50""S)";" -69.91358   (69°54'48.89""W)";"-33.83722   (33°50'13.99""S)";" -71.94139  (71°56'29.00""W)";15461;15341;7731;7671;7731;7671;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20131021140612_20131021144024.01;LT8BPF20131021140218_20131021144117.01;LC08CPF_20131001_20131025_01.01;LC08RLUT_20130211_20150302_01_11.h5;"33°10'36.84""S";"70°41'29.51""W";"32°07'21.83""S";"71°26'59.64""W";"32°30'36.47""S";"69°27'39.89""W";"34°13'52.50""S";"69°54'48.89""W";"33°50'13.99""S";"71°56'29.00""W";-33.1769;-70.69153;-32.12273;-71.4499;-32.51013;-69.46108;-34.23125;-69.91358;-33.83722;-71.94139;LC08_L1TP_233083_20131021_20170429_01_T1;LC08_L1TP_233083_20131021_20170429_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82330832013294LGN01
LC08_L1TP_233083_20131122_20170428_01_T1;LC82330832013326LGN01;22-11-2013;T1;1;233;83;233;83;NADIR;-0.001;28-04-2017;2013:326:14:34:59.6110520;2013:326:14:35:31.3810480;LGN;DAY;8.59;12.97;511;4;5.56;4.018;3.843;9;LPGS_2.7.0;61.64596142;70.05529239;ACTUAL;Level 1TP;OLI_TIRS;GEOTIFF;"-32.12315   (32°07'23.34""S)";" -71.43826   (71°26'17.74""W)";"-32.51084   (32°30'39.02""S)";" -69.44728   (69°26'50.21""W)";"-34.23141   (34°13'53.08""S)";" -69.89945   (69°53'58.02""W)";"-33.83709   (33°50'13.52""S)";" -71.92945  (71°55'46.02""W)";15461;15341;7731;7671;7731;7671;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20131122140710_20131122145346.01;LT8BPF20131122140316_20131122145439.01;LC08CPF_20131026_20131231_01.01;LC08RLUT_20130211_20150302_01_11.h5;"33°10'37.85""S";"70°40'43.03""W";"32°07'23.34""S";"71°26'17.74""W";"32°30'39.02""S";"69°26'50.21""W";"34°13'53.08""S";"69°53'58.02""W";"33°50'13.52""S";"71°55'46.02""W";-33.17718;-70.67862;-32.12315;-71.43826;-32.51084;-69.44728;-34.23141;-69.89945;-33.83709;-71.92945;LC08_L1TP_233083_20131122_20170428_01_T1;LC08_L1TP_233083_20131122_20170428_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82330832013326LGN01
LC08_L1TP_233083_20140109_20170426_01_T1;LC82330832014009LGN01;09-01-2014;T1;1;233;83;233;83;NADIR;0;26-04-2017;2014:009:14:34:40.9375890;2014:009:14:35:12.7075850;LGN;DAY;1.6;4.46;579;4;5.835;4.292;3.954;9;LPGS_2.7.0;58.26868826;78.20637404;ACTUAL;Level 1TP;OLI_TIRS;GEOTIFF;"-32.12297   (32°07'22.69""S)";" -71.45136   (71°27'04.90""W)";"-32.51019   (32°30'36.68""S)";" -69.46161   (69°27'41.80""W)";"-34.23114   (34°13'52.10""S)";" -69.91362   (69°54'49.03""W)";"-33.83731   (33°50'14.32""S)";" -71.94232  (71°56'32.35""W)";15461;15341;7731;7671;7731;7671;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20140109140739_20140109154632.01;LT8BPF20140109123114_20140109145420.01;LC08CPF_20140101_20140331_01.01;LC08RLUT_20130211_20150302_01_11.h5;"33°10'37.16""S";"70°41'31.99""W";"32°07'22.69""S";"71°27'04.90""W";"32°30'36.68""S";"69°27'41.80""W";"34°13'52.10""S";"69°54'49.03""W";"33°50'14.32""S";"71°56'32.35""W";-33.17699;-70.69222;-32.12297;-71.45136;-32.51019;-69.46161;-34.23114;-69.91362;-33.83731;-71.94232;LC08_L1TP_233083_20140109_20170426_01_T1;LC08_L1TP_233083_20140109_20170426_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82330832014009LGN01
LC08_L1TP_233083_20140125_20170426_01_T1;LC82330832014025LGN01;25-01-2014;T1;1;233;83;233;83;NADIR;-0.001;26-04-2017;2014:025:14:34:31.8508780;2014:025:14:35:03.6208740;LGN;DAY;2.14;3.32;602;4;6.107;4.532;4.093;9;LPGS_2.7.0;55.61172333;74.29253486;ACTUAL;Level 1TP;OLI_TIRS;GEOTIFF;"-32.12321   (32°07'23.56""S)";" -71.45181   (71°27'06.52""W)";"-32.51021   (32°30'36.76""S)";" -69.46266   (69°27'45.58""W)";"-34.23139   (34°13'53.00""S)";" -69.91462   (69°54'52.63""W)";"-33.83778   (33°50'16.01""S)";" -71.94273  (71°56'33.83""W)";15461;15341;7731;7671;7731;7671;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20140125122726_20140125145318.01;LT8BPF20140125122332_20140125145411.01;LC08CPF_20140101_20140331_01.01;LC08RLUT_20130211_20150302_01_11.h5;"33°10'37.88""S";"70°41'34.69""W";"32°07'23.56""S";"71°27'06.52""W";"32°30'36.76""S";"69°27'45.58""W";"34°13'53.00""S";"69°54'52.63""W";"33°50'16.01""S";"71°56'33.83""W";-33.17719;-70.69297;-32.12321;-71.45181;-32.51021;-69.46266;-34.23139;-69.91462;-33.83778;-71.94273;LC08_L1TP_233083_20140125_20170426_01_T1;LC08_L1TP_233083_20140125_20170426_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82330832014025LGN01
LC08_L1TP_233083_20140226_20170425_01_T1;LC82330832014057LGN01;26-02-2014;T1;1;233;83;233;83;NADIR;-0.001;25-04-2017;2014:057:14:34:06.1883020;2014:057:14:34:37.9582980;LGN;DAY;2.5;5.17;604;4;6.058;4.166;4.398;9;LPGS_2.7.0;49.22254924;61.02037908;ACTUAL;Level 1TP;OLI_TIRS;GEOTIFF;"-32.12298   (32°07'22.73""S)";" -71.43675   (71°26'12.30""W)";"-32.50988   (32°30'35.57""S)";" -69.44711   (69°26'49.60""W)";"-34.23095   (34°13'51.42""S)";" -69.89876   (69°53'55.54""W)";"-33.83743   (33°50'14.75""S)";" -71.92742  (71°55'38.71""W)";15461;15341;7731;7671;7731;7671;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20140226140242_20140226144805.01;LT8BPF20140226135848_20140226144858.01;LC08CPF_20140101_20140331_01.01;LC08RLUT_20130211_20150302_01_11.h5;"33°10'36.77""S";"70°40'39.14""W";"32°07'22.73""S";"71°26'12.30""W";"32°30'35.57""S";"69°26'49.60""W";"34°13'51.42""S";"69°53'55.54""W";"33°50'14.75""S";"71°55'38.71""W";-33.17688;-70.67754;-32.12298;-71.43675;-32.50988;-69.44711;-34.23095;-69.89876;-33.83743;-71.92742;LC08_L1TP_233083_20140226_20170425_01_T1;LC08_L1TP_233083_20140226_20170425_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82330832014057LGN01
LC08_L1TP_233083_20140415_20170423_01_T1;LC82330832014105LGN01;15-04-2014;T1;1;233;83;233;83;NADIR;-0.001;23-04-2017;2014:105:14:33:22.2002820;2014:105:14:33:53.9702790;LGN;DAY;6.8;10.75;473;4;7.537;4.459;6.076;9;LPGS_2.7.0;37.11371969;41.26099473;ACTUAL;Level 1TP;OLI_TIRS;GEOTIFF;"-32.12341   (32°07'24.28""S)";" -71.42742   (71°25'38.71""W)";"-32.51017   (32°30'36.61""S)";" -69.43716   (69°26'13.78""W)";"-34.23112   (34°13'52.03""S)";" -69.88849   (69°53'18.56""W)";"-33.83775   (33°50'15.90""S)";" -71.91775  (71°55'03.90""W)";15461;15341;7731;7671;7731;7671;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20140415140134_20140415143921.01;LT8BPF20140415135740_20140415144014.01;LC08CPF_20140401_20140630_01.01;LC08RLUT_20130211_20150302_01_11.h5;"33°10'37.78""S";"70°40'03.94""W";"32°07'24.28""S";"71°25'38.71""W";"32°30'36.61""S";"69°26'13.78""W";"34°13'52.03""S";"69°53'18.56""W";"33°50'15.90""S";"71°55'03.90""W";-33.17716;-70.66776;-32.12341;-71.42742;-32.51017;-69.43716;-34.23112;-69.88849;-33.83775;-71.91775;LC08_L1TP_233083_20140415_20170423_01_T1;LC08_L1TP_233083_20140415_20170423_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82330832014105LGN01
LC08_L1TP_233083_20141024_20170418_01_T1;LC82330832014297LGN01;24-10-2014;T1;1;233;83;233;83;NADIR;-0.001;18-04-2017;2014:297:14:33:37.6806420;2014:297:14:34:09.4506380;LGN;DAY;3.11;7.75;575;4;6.46;4.239;4.875;9;LPGS_2.7.0;56.48950945;57.12413682;ACTUAL;Level 1TP;OLI_TIRS;GEOTIFF;"-32.12272   (32°07'21.79""S)";" -71.46087   (71°27'39.13""W)";"-32.51070   (32°30'38.52""S)";" -69.47122   (69°28'16.39""W)";"-34.23151   (34°13'53.44""S)";" -69.92415   (69°55'26.94""W)";"-33.83691   (33°50'12.88""S)";" -71.95277  (71°57'09.97""W)";15461;15341;7731;7671;7731;7671;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20141024140413_20141024145024.01;LT8BPF20141024140019_20141024145117.01;LC08CPF_20141001_20141208_01.01;LC08RLUT_20130211_20150302_01_11.h5;"33°10'37.31""S";"70°42'08.17""W";"32°07'21.79""S";"71°27'39.13""W";"32°30'38.52""S";"69°28'16.39""W";"34°13'53.44""S";"69°55'26.94""W";"33°50'12.88""S";"71°57'09.97""W";-33.17703;-70.70227;-32.12272;-71.46087;-32.5107;-69.47122;-34.23151;-69.92415;-33.83691;-71.95277;LC08_L1TP_233083_20141024_20170418_01_T1;LC08_L1TP_233083_20141024_20170418_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82330832014297LGN01
LC08_L1TP_233083_20141109_20170417_01_T1;LC82330832014313LGN01;09-11-2014;T1;1;233;83;233;83;NADIR;-0.001;17-04-2017;2014:313:14:33:38.7542670;2014:313:14:34:10.5242630;LGN;DAY;4.42;10.17;546;4;6.113;4.334;4.311;9;LPGS_2.7.0;59.90191575;64.29247097;ACTUAL;Level 1TP;OLI_TIRS;GEOTIFF;"-32.12261   (32°07'21.40""S)";" -71.46506   (71°27'54.22""W)";"-32.51055   (32°30'37.98""S)";" -69.47510   (69°28'30.36""W)";"-34.23128   (34°13'52.61""S)";" -69.92791   (69°55'40.48""W)";"-33.83670   (33°50'12.12""S)";" -71.95684  (71°57'24.62""W)";15461;15341;7731;7671;7731;7671;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20141109140502_20141109145025.02;LT8BPF20141109140108_20141109145119.02;LC08CPF_20141001_20141208_01.01;LC08RLUT_20130211_20150302_01_11.h5;"33°10'36.73""S";"70°42'22.39""W";"32°07'21.40""S";"71°27'54.22""W";"32°30'37.98""S";"69°28'30.36""W";"34°13'52.61""S";"69°55'40.48""W";"33°50'12.12""S";"71°57'24.62""W";-33.17687;-70.70622;-32.12261;-71.46506;-32.51055;-69.4751;-34.23128;-69.92791;-33.8367;-71.95684;LC08_L1TP_233083_20141109_20170417_01_T1;LC08_L1TP_233083_20141109_20170417_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82330832014313LGN01
LC08_L1TP_233083_20150128_20170413_01_T1;LC82330832015028LGN01;28-01-2015;T1;1;233;83;233;83;NADIR;-0.001;13-04-2017;2015:028:14:33:21.9342380;2015:028:14:33:53.7042350;LGN;DAY;0.98;1.24;590;4;5.82;4.3;3.922;9;LPGS_2.7.0;54.88774823;73.62443701;FINAL;Level 1TP;OLI_TIRS;GEOTIFF;"-32.12281   (32°07'22.12""S)";" -71.45020   (71°27'00.72""W)";"-32.51037   (32°30'37.33""S)";" -69.46016   (69°27'36.58""W)";"-34.23119   (34°13'52.28""S)";" -69.91247   (69°54'44.89""W)";"-33.83701   (33°50'13.24""S)";" -71.94149  (71°56'29.36""W)";15461;15341;7731;7671;7731;7671;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20150128140509_20150128145008.01;LT8BPF20150124174026_20150226200654.01;LC08CPF_20150101_20150302_01.01;LC08RLUT_20130211_20150302_01_11.h5;"33°10'36.84""S";"70°41'28.10""W";"32°07'22.12""S";"71°27'00.72""W";"32°30'37.33""S";"69°27'36.58""W";"34°13'52.28""S";"69°54'44.89""W";"33°50'13.24""S";"71°56'29.36""W";-33.1769;-70.69114;-32.12281;-71.4502;-32.51037;-69.46016;-34.23119;-69.91247;-33.83701;-71.94149;LC08_L1TP_233083_20150128_20170413_01_T1;LC08_L1TP_233083_20150128_20170413_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82330832015028LGN01
LC08_L1TP_233083_20150213_20170413_01_T1;LC82330832015044LGN01;13-02-2015;T1;1;233;83;233;83;NADIR;-0.001;12-04-2017;2015:044:14:33:13.0672070;2015:044:14:33:44.8372030;LGN;DAY;0.35;0.46;606;4;6.075;4.362;4.229;9;LPGS_2.7.0;51.84193029;67.28439789;FINAL;Level 1TP;OLI_TIRS;GEOTIFF;"-32.12319   (32°07'23.48""S)";" -71.43703   (71°26'13.31""W)";"-32.51061   (32°30'38.20""S)";" -69.44712   (69°26'49.63""W)";"-34.23148   (34°13'53.33""S)";" -69.89933   (69°53'57.59""W)";"-33.83744   (33°50'14.78""S)";" -71.92822  (71°55'41.59""W)";15461;15361;7731;7681;7731;7681;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20150213140325_20150213144936.01;LT8BPF20150201000000_20150228235959.02;LC08CPF_20150101_20150302_01.01;LC08RLUT_20130211_20150302_01_11.h5;"33°10'38.03""S";"70°40'40.66""W";"32°07'23.48""S";"71°26'13.31""W";"32°30'38.20""S";"69°26'49.63""W";"34°13'53.33""S";"69°53'57.59""W";"33°50'14.78""S";"71°55'41.59""W";-33.17723;-70.67796;-32.12319;-71.43703;-32.51061;-69.44712;-34.23148;-69.89933;-33.83744;-71.92822;LC08_L1TP_233083_20150213_20170413_01_T1;LC08_L1TP_233083_20150213_20170413_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82330832015044LGN01
LC08_L1TP_233083_20150301_20170412_01_T1;LC82330832015060LGN01;01-03-2015;T1;1;233;83;233;83;NADIR;-0.001;12-04-2017;2015:060:14:33:10.6574360;2015:060:14:33:42.4274320;LGN;DAY;1.86;1.77;606;4;6.222;4.104;4.677;9;LPGS_2.7.0;48.42421948;59.98843998;FINAL;Level 1TP;OLI_TIRS;GEOTIFF;"-32.12276   (32°07'21.94""S)";" -71.45581   (71°27'20.92""W)";"-32.51013   (32°30'36.47""S)";" -69.46567   (69°27'56.41""W)";"-34.23099   (34°13'51.56""S)";" -69.91776   (69°55'03.94""W)";"-33.83699   (33°50'13.16""S)";" -71.94688  (71°56'48.77""W)";15461;15341;7731;7671;7731;7671;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20150301140147_20150301144821.02;LT8BPF20150227190527_20150304143242.07;LC08CPF_20150101_20150302_01.01;LC08RLUT_20130211_20150302_01_11.h5;"33°10'36.37""S";"70°41'47.58""W";"32°07'21.94""S";"71°27'20.92""W";"32°30'36.47""S";"69°27'56.41""W";"34°13'51.56""S";"69°55'03.94""W";"33°50'13.16""S";"71°56'48.77""W";-33.17677;-70.69655;-32.12276;-71.45581;-32.51013;-69.46567;-34.23099;-69.91776;-33.83699;-71.94688;LC08_L1TP_233083_20150301_20170412_01_T1;LC08_L1TP_233083_20150301_20170412_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82330832015060LGN01
LC08_L1TP_233083_20150317_20170412_01_T1;LC82330832015076LGN01;17-03-2015;T1;1;233;83;233;83;NADIR;-0.001;11-04-2017;2015:076:14:33:00.0013590;2015:076:14:33:31.7713560;LGN;DAY;2.27;6.69;548;4;6.526;3.958;5.189;9;LPGS_2.7.0;44.6246908;52.65506138;ACTUAL;Level 1TP;OLI_TIRS;GEOTIFF;"-32.12299   (32°07'22.76""S)";" -71.44528   (71°26'43.01""W)";"-32.51028   (32°30'37.01""S)";" -69.45510   (69°27'18.36""W)";"-34.23118   (34°13'52.25""S)";" -69.90705   (69°54'25.38""W)";"-33.83726   (33°50'14.14""S)";" -71.93622  (71°56'10.39""W)";15461;15341;7731;7671;7731;7671;UTM;19;WGS84;WGS84;15;30;30;NORTH_UP;CUBIC_CONVOLUTION;LO8BPF20150317140112_20150317144659.02;LT8BPF20150317135719_20150317144752.06;LC08CPF_20150302_20150331_01.01;LC08RLUT_20150303_20431231_01_12.h5;"33°10'37.16""S";"70°41'09.28""W";"32°07'22.76""S";"71°26'43.01""W";"32°30'37.01""S";"69°27'18.36""W";"34°13'52.25""S";"69°54'25.38""W";"33°50'14.14""S";"71°56'10.39""W";-33.17699;-70.68591;-32.12299;-71.44528;-32.51028;-69.4551;-34.23118;-69.90705;-33.83726;-71.93622;LC08_L1TP_233083_20150317_20170412_01_T1;LC08_L1TP_233083_20150317_20170412_01_T1;https://earthexplorer.usgs.gov/browse-link/12864/LC82330832015076LGN01
